"","County","TotPrecincts","PrecinctsReporting","Bush","Kerry","Nader","votes","p"
"3859","Haskell",11,11,1137,611,0,1748,0.000601725805030942
"3860","Hays",37,37,26991,20086,0,47077,0.016205632564898
"3861","Hemphill",9,9,1380,257,0,1637,0.000563515527938016
"3862","Henderson",32,32,20182,8496,0,28678,0.00987202095919758
"3863","Hidalgo",141,141,51438,63035,0,114473,0.0394058112581848
"3864","Hill",26,26,9223,3750,0,12973,0.0044657831056444
"3865","Hockley",17,17,6158,1385,0,7543,0.00259657765866613
"3866","Hood",16,16,16265,4862,0,21127,0.00727268940668691
"3867","Hopkins",22,22,8580,3439,0,12019,0.00413738126468358
"3868","Houston",22,22,5848,2921,0,8769,0.00301861189034115
"3869","Howard",20,20,7479,2663,0,10142,0.00349124892140951
"3870","Hudspeth",6,6,577,302,0,879,0.000302584086168306
"3871","Hunt",37,37,20065,7971,0,28036,0.00965102097817363
"3872","Hutchinson",9,9,7829,1501,0,9330,0.00321172869618918
"3873","Irion",6,6,684,141,0,825,0.000283995302717693
"3874","Jack",11,11,2469,642,0,3111,0.00107092046879363
"3875","Jackson",13,13,3763,1296,0,5059,0.00174149361993795
"3876","Jasper",21,21,8328,4459,0,12787,0.00440175507375896
"3877","Jeff Davis",6,6,764,378,0,1142,0.000393118346307401
"3878","Jefferson",107,107,44412,47050,0,91462,0.0314845798511099
"3879","Jim Hogg",6,6,712,1344,0,2056,0.000707750718045548
"3880","Jim Wells",22,22,5808,6824,0,12632,0.00434839838052109
"3881","Johnson",35,35,34739,12311,0,47050,0.0161963381731727
"3882","Jones",15,15,4234,1657,0,5891,0.00202789857976961
"3883","Karnes",16,16,3112,1542,0,4654,0.00160207774405836
"3884","Kaufman",43,43,21292,8947,0,30239,0.0104093744956125
"3885","Kendall",12,12,11428,2531,0,13959,0.00480520052198337
"3886","Kenedy",7,7,82,85,0,167,5.74875340046724e-05
"3887","Kent",5,5,382,138,0,520,0.000179003099894788
"3888","Kerr",21,21,16519,4552,0,21071,0.00725341214977516
"3889","Kimble",8,8,1479,324,0,1803,0.000620658825212122
"3890","King",5,5,137,18,0,155,5.33566932378696e-05
"3891","Kinney",5,5,1050,542,0,1592,0.000548024875062506
"3892","Kleberg",34,34,5379,4552,0,9931,0.00341861497125989
"3893","Knox",11,11,1079,464,0,1543,0.000531157275264728
"3894","La Salle",7,7,989,1229,0,2218,0.000763517068397386
"3895","La Vaca",20,20,5974,2151,0,8125,0.00279692343585607
"3896","Lamar",32,32,12039,5335,0,17374,0.00598076895686933
"3897","Lamb",13,13,3392,855,0,4247,0.00146197339471763
"3898","Lampasas",11,11,5417,1591,0,7008,0.00241241100781284
"3899","Lee",16,16,4157,1899,0,6056,0.00208469764031315
"3900","Leon",15,15,5012,1750,0,6762,0.00232772877209338
"3901","Liberty",37,37,14798,6777,0,21575,0.00742690746198088
"3902","Limestone",23,23,5028,2752,0,7780,0.00267816176381049
"3903","Lipscomb",10,10,1147,184,0,1331,0.000458179088384545
"3904","Live Oak",15,15,3144,1034,0,4178,0.00143822106030851
"3905","Llano",13,13,7231,2255,0,9486,0.00326542962615762
"3906","Loving",5,5,65,12,0,77,2.65062282536514e-05
"3907","Lubbock",89,89,69675,22331,0,92006,0.0316718446325383
"3908","Lynn",15,15,1745,465,0,2210,0.00076076317455285
"3909","Madison",9,9,2828,1233,0,4061,0.00139794536283218
"3910","Marion",11,11,2434,1875,0,4309,0.00148331607201278
"3911","Martin",7,7,1511,293,0,1804,0.000621003061942689
"3912","Mason",5,5,1599,459,0,2058,0.000708439191506682
"3913","Matagorda",19,19,8114,4347,0,12461,0.00428953389959415
"3914","Maverick",15,15,4025,5948,0,9973,0.0034330729139437
"3915","McCulloch",11,11,2465,745,0,3210,0.00110499990511975
"3916","McLennan",93,93,52078,26759,0,78837,0.0271385911277027
"3917","McMullen",6,6,467,95,0,562,0.000193461042578598
"3918","Medina",23,23,10385,4316,0,14701,0.00506062417606401
"3919","Menard",7,7,761,331,0,1092,0.000375906509779056
"3920","Midland",39,39,36548,7994,0,44542,0.0153329924529109
"3921","Milam",12,12,5280,3435,0,8715,0.00300002310689054
"3922","Mills",11,11,1820,439,0,2259,0.000777630774350629
"3923","Mitchell",7,7,1911,639,0,2550,0.000877803662945597
"3924","Montague",16,16,5901,1944,0,7845,0.00270053715129734
"3925","Montgomery",86,86,104361,28561,0,132922,0.0457566347004136
"3926","Moore",8,8,4598,1009,0,5607,0.00193013534828861
"3927","Morris",10,10,2814,2435,0,5249,0.00180689859874566
"3928","Motley",7,7,564,113,0,677,0.000233048266593792
"3929","Nacogdoches",35,35,13964,7077,0,21041,0.00724308504785816
"3930","Navarro",35,35,10706,5256,0,15962,0.00549470669330887
"3931","Newton",23,23,3147,2510,0,5657,0.00194734718481696
"3932","Nolan",15,15,3722,1541,0,5263,0.0018117179129736
"3933","Nueces",127,127,59337,44408,0,103745,0.0357128396126631
"3934","Ochiltree",5,5,2920,251,0,3171,0.00109157467262764
"3935","Oldham",8,8,733,108,0,841,0.000289503090406763
"3936","Orange",35,35,20272,11469,0,31741,0.010926418064924
"3937","Palo Pinto",31,31,7137,2816,0,9953,0.00342618817933236
"3938","Panola",22,22,7020,2958,0,9978,0.00343479409759653
"3939","Parker",44,44,31759,8948,0,40707,0.0140128445911868
"3940","Parmer",10,10,3340,542,0,3882,0.00133632698806071
"3941","Pecos",10,10,3160,1241,0,4401,0.00151498585122493
"3942","Polk",21,21,13778,6954,0,20732,0.00713671589811298
"3943","Potter",26,26,21033,7487,0,28520,0.00981763155576801
"3944","Presidio",8,8,713,1156,0,1869,0.000643378449429537
"3945","Rains",8,8,2995,1213,0,4208,0.00144854816222552
"3946","Randall",31,31,40512,7842,0,48354,0.0166452228698319
"3947","Reagan",7,7,955,184,0,1139,0.0003920856361157
"3948","Real",7,7,1338,326,0,1664,0.000572809919663323
"3949","Red River",25,25,3377,2097,0,5474,0.00188435186312321
"3950","Reeves",12,12,1777,1600,0,3377,0.00116248743912442
"3951","Refugio",11,11,2163,1205,0,3368,0.00115938930854932
"3952","Roberts",6,6,428,39,0,467,0.000160758553174743
"3953","Robertson",17,17,3781,2977,0,6758,0.00232635182517111
"3954","Rockwall",17,17,20111,5318,0,25429,0.00875359582158572
"3955","Runnels",11,11,3238,787,0,4025,0.00138555284053178
"3956","Rusk",38,38,13386,4895,0,18281,0.00629299167149351
"3957","Sabine",11,11,3134,1476,0,4610,0.00158693132791341
"3958","San Augustine",12,12,2231,1506,0,3737,0.00128641266212851
"3959","San Jacinto",12,12,5391,2688,0,8079,0.00278108854624999
"3960","San Patricio",33,33,13464,7758,0,21222,0.00730539189609077
"3961","San Saba",8,8,1814,446,0,2260,0.000777975011081196
"3962","Schleicher",5,5,1011,312,0,1323,0.00045542519454001
"3963","Scurry",12,12,4576,981,0,5557,0.00191292351176027
"3964","Shackelford",8,8,1281,222,0,1503,0.000517387806042052
"3965","Shelby",15,15,6287,2943,0,9230,0.00317730502313249
"3966","Sherman",8,8,942,121,0,1063,0.000365923644592615
"3967","Smith",78,78,53321,19937,0,73258,0.02521809440787
"3968","Somervell",7,7,2692,827,0,3519,0.00121136905486492
"3969","Starr",11,11,2552,7199,0,9751,0.00335665235975785
"3970","Stephens",9,9,2803,703,0,3506,0.00120689397736755
"3971","Sterling",5,5,544,76,0,620,0.000213426772951478
"3972","Stonewall",10,10,356,253,0,609,0.000209640168915243
"3973","Sutton",7,7,1173,280,0,1453,0.000500175969513707
"3974","Swisher",11,11,916,407,0,1323,0.00045542519454001
"3975","Tarrant",635,635,349294,207184,0,556478,0.191560167352408
"3976","Taylor",36,36,37191,10645,0,47836,0.0164669082433983
"3977","Terrell",5,5,306,159,0,465,0.000160070079713609
"3978","Terry",9,9,3166,794,0,3960,0.00136317745304493
"3979","Throckmorton",6,6,656,202,0,858,0.000295355114826401
"3980","Titus",20,20,5704,3173,0,8877,0.00305578945724238
"3981","Tom Green",61,61,28087,8971,0,37058,0.0127567247613482
"3982","Travis",262,262,147625,196780,0,344405,0.118556851190893
"3983","Trinity",20,20,3983,2204,0,6187,0.00212979265201741
"3984","Tyler",18,18,5012,2645,0,7657,0.00263582064595076
"3985","Upshur",21,21,10222,4218,0,14440,0.00497077838938605
"3986","Upton",7,7,1008,185,0,1193,0.000410674419566312
"3987","Uvalde",16,16,5147,3297,0,8444,0.00290673495290691
"3988","Val Verde",18,18,6923,4750,0,11673,0.00401827535590743
"3989","Van Zandt",29,29,14966,4820,0,19786,0.0068110679509967
"3990","Victoria",36,36,20860,8552,0,29412,0.0101246907194337
"3991","Walker",19,19,11692,5966,0,17658,0.00607853218835033
"3992","Waller",19,19,7680,6145,0,13825,0.0047590728000874
"3993","Ward",9,9,2855,901,0,3756,0.00129295316000928
"3994","Washington",31,31,9590,3387,0,12977,0.00446716005256667
"3995","Webb",58,58,17733,23636,0,41369,0.0142407293068221
"3996","Wharton",23,23,9288,4702,0,13990,0.00481587186063094
"3997","Wheeler",11,11,1953,408,0,2361,0.000812742920868452
"3998","Wichita",36,36,32472,12819,0,45291,0.0155908257641055
"3999","Wilbarger",13,13,3685,1284,0,4969,0.00171051231418693
"4000","Willacy",13,13,2980,4843,0,7823,0.00269296394322486
"4001","Williamson",93,93,83079,42986,0,126065,0.0433962034389163
"4002","Wilson",25,25,10379,4404,0,14783,0.00508885158797049
"4003","Winkler",6,6,1601,391,0,1992,0.000685719567289266
"4004","Wise",23,23,15162,4776,0,19938,0.00686339193404287
"4005","Wood",13,13,12826,4030,0,16856,0.00580245433043568
"4006","Yoakum",7,7,2228,376,0,2604,0.000896392446396209
"4007","Young",13,13,5856,1505,0,7361,0.00253392657370296
"4008","Zapata",8,8,1228,1661,0,2889,0.000994499914607776
"4009","Zavala",7,7,777,2332,0,3109,0.00107023199533249
"4010","Beaver",7,7,1975,486,12,2473,0.000851297434691945
"4011","Box Elder",46,46,15244,2169,142,17555,0.00604307580510194
"4012","Cache",72,72,31379,6131,388,37898,0.0130458836150244
"4013","Carbon",23,23,4856,3378,82,8316,0.00286267265139435
"4014","Daggett",3,3,376,106,6,488,0.000167987524516648
"4015","Davis",212,212,84390,20384,1023,105797,0.0364192133837864
"4016","Duchesne",14,14,4590,707,24,5321,0.00183168364334648
"4017","Emery",12,12,3772,830,25,4627,0.00159278335233305
"4018","Garfield",10,10,1839,260,22,2121,0.000730126105532396
"4019","Grand",11,11,2073,1782,112,3967,0.00136558711015889
"4020","Iron",33,33,12422,2208,103,14733,0.00507163975144215
"4021","Juab",11,11,2659,601,20,3280,0.00112909647625943
"4022","Kane",12,11,2325,540,24,2889,0.000994499914607776
"4023","Millard",17,17,3905,591,27,4523,0.00155698273235409
"4024","Morgan",8,8,3252,468,25,3745,0.00128916655597304
"4025","Piute",5,5,642,123,3,768,0.00026437380907538
"4026","Rich",5,5,895,106,5,1006,0.000346302150950302
"4027","Salt Lake",743,743,209162,131057,5786,346005,0.1191076299598
"4028","San Juan",20,20,2908,1838,28,4774,0.00164338615172638
"4029","Sanpete",27,27,6866,1158,56,8080,0.00278143278298056
"4030","Sevier",23,23,6458,902,37,7397,0.00254631909600336
"4031","Summit",36,36,7731,6754,256,14741,0.00507439364528668
"4032","Tooele",38,38,11751,4010,143,15904,0.00547474096293599
"4033","Uintah",26,26,8378,1251,42,9671,0.0033291134213125
"4034","Utah",248,248,95039,11893,1221,108153,0.037230235121002
"4035","Wasatch",19,19,5392,1825,60,7277,0.00250501068833534
"4036","Washington",75,75,31747,6371,273,38391,0.0132155923231939
"4037","Wayne",7,7,1059,278,10,1347,0.000463686876073615
"4038","Weber",150,146,49538,19079,885,69502,0.0239251412478607
"4039","Accomack",21,21,7724,5517,0,13241,0.00455803854943633
"4040","Albemarle",29,29,21180,22069,0,43249,0.0148878943602879
"4041","Alexandria",25,25,19764,40807,0,60571,0.0208507630071677
"4042","Alleghany",12,12,3953,3199,0,7152,0.00246198109701447
"4043","Amelia",5,5,3499,1862,0,5361,0.00184545311256915
"4044","Amherst",12,12,7756,4864,0,12620,0.00434426753975429
"4045","Appomattox",9,9,4366,2171,0,6537,0.00225027550771583
"4046","Arlington",46,46,29545,63705,0,93250,0.0321000751253635
"4047","Augusta",26,26,22099,7019,0,29118,0.010023485120647
"4048","Bath",8,8,1419,820,0,2239,0.000770746039739291
"4049","Bedford",30,30,21921,9050,0,30971,0.0106613557823875
"4050","Bedford City",2,2,1470,1042,0,2512,0.000864722667184054
"4051","Bland",7,7,1962,846,0,2808,0.000966616739431857
"4052","Botetourt",17,17,10865,4801,0,15666,0.00539281262106107
"4053","Bristol",5,5,4273,2399,0,6672,0.00229674746634236
"4054","Brunswick",13,13,2852,4062,0,6914,0.00238005275513955
"4055","Buchanan",18,18,4401,5267,0,9668,0.0033280807111208
"4056","Buckingham",9,9,3185,2807,0,5992,0.00206266648955687
"4057","Buena Vista",2,2,1447,936,0,2383,0.000820316128940924
"4058","Campbell",17,17,15874,6862,0,22736,0.00782656630616905
"4059","Caroline",9,9,4968,4848,0,9816,0.0033790277472447
"4060","Carroll",18,18,7751,3661,0,11412,0.00392842956922947
"4061","Charles City",3,3,1254,2155,0,3409,0.00117350301450256
"4062","Charlotte",10,10,3165,2220,0,5385,0.00185371479410276
"4063","Charlottesville",9,9,4155,11015,0,15170,0.00522207120269988
"4064","Chesapeake",50,50,51913,38442,0,90355,0.0311035097903723
"4065","Chesterfield",63,63,78912,46372,0,125284,0.0431273545523436
"4066","Clarke",8,8,3741,2699,0,6440,0.00221688454485084
"4067","Colonial Heights",5,5,6127,2061,0,8188,0.00281861034988178
"4068","Covington",5,5,1104,1179,0,2283,0.000785892455884234
"4069","Craig",11,11,1689,894,0,2583,0.000889163475054304
"4070","Culpeper",13,13,9635,5218,0,14853,0.00511294815911018
"4071","Cumberland",5,5,2377,1721,0,4098,0.00141068212186316
"4072","Danville",18,18,9399,9435,0,18834,0.00648335458349701
"4073","Dickenson",13,13,3587,3760,0,7347,0.00252910725947502
"4074","Dinwiddie",13,13,6193,4569,0,10762,0.00370467569436099
"4075","Emporia",7,7,970,1247,0,2217,0.000763172831666819
"4076","Essex",4,4,2304,2007,0,4311,0.00148400454547391
"4077","Fairfax",225,225,189371,215223,0,404594,0.139276115766985
"4078","Fairfax City",7,7,5042,5393,0,10435,0.00359211028346561
"4079","Falls Church",5,5,2072,3937,0,6009,0.00206851851397651
"4080","Fauquier",19,19,17713,9830,0,27543,0.00948131227000414
"4081","Floyd",5,5,4162,2487,0,6649,0.00228883002153932
"4082","Fluvanna",6,6,6456,4413,0,10869,0.00374150902453164
"4083","Franklin",23,23,14048,8001,0,22049,0.00759007567226959
"4084","Franklin City",6,6,1611,1909,0,3520,0.00121171329159549
"4085","Frederick",20,20,19375,8848,0,28223,0.00971539324678964
"4086","Fredericksburg",5,5,3383,4075,0,7458,0.00256731753656794
"4087","Galax",3,3,1336,986,0,2322,0.000799317688376343
"4088","Giles",9,9,4319,3046,0,7365,0.00253530352062522
"4089","Gloucester",11,11,11080,5103,0,16183,0.00557078301076415
"4090","Goochland",8,8,6665,3583,0,10248,0.0035277380148496
"4091","Grayson",15,15,4655,2430,0,7085,0.00243891723606649
"4092","Greene",4,4,4570,2240,0,6810,0.00234425213516059
"4093","Greensville",9,9,1715,2599,0,4314,0.00148503725566561
"4094","Halifax",21,21,8358,6220,0,14578,0.00501828305820428
"4095","Hampton",31,31,23008,31750,0,54758,0.0188497148923823
"4096","Hanover",34,34,35398,13911,0,49309,0.0169739689475233
"4097","Harrisonburg",5,5,5815,4390,0,10205,0.00351293583543522
"4098","Henrico",91,91,71264,60813,0,132077,0.0454657546630845
"4099","Henry",25,25,13358,9846,0,23204,0.00798766909607436
"4100","Highland",8,8,982,522,0,1504,0.000517732042772619
"4101","Hopewell",7,7,4250,3572,0,7822,0.0026926197064943
"4102","Isle of Wight",13,13,9933,5870,0,15803,0.00543997305314873
"4103","James City",11,11,17323,10893,0,28216,0.00971298358967567
"4104","King and Queen",5,5,1737,1505,0,3242,0.00111601548049789
"4105","King George",5,5,5144,2739,0,7883,0.00271361814705888
"4106","King William",6,6,4397,2434,0,6831,0.0023514811065025
"4107","Lancaster",7,7,3724,2476,0,6200,0.00213426772951478
"4108","Lee",19,19,5663,4000,0,9663,0.00332635952746796
"4109","Lexington",1,1,982,1340,0,2322,0.000799317688376343
"4110","Loudoun",53,53,60360,47072,0,107432,0.0369820404382633
"4111","Louisa",14,14,7188,4874,0,12062,0.00415218344409796
"4112","Lunenburg",11,11,2858,2362,0,5220,0.00179691573355922
"4113","Lynchburg",18,18,13540,10986,0,24526,0.00844275005388381
"4114","Madison",9,9,3556,2175,0,5731,0.00197282070287891
"4115","Manassas",6,6,7154,5498,0,12652,0.00435528311513243
"4116","Manassas Park",1,1,1803,1496,0,3299,0.00113563697414021
"4117","Martinsville",7,7,2538,3036,0,5574,0.0019187755361799
"4118","Mathews",4,4,3497,1589,0,5086,0.00175078801166326
"4119","Mecklenburg",23,23,7314,5310,0,12624,0.00434564448667655
"4120","Middlesex",7,7,3335,1913,0,5248,0.00180655436201509
"4121","Montgomery",21,21,16205,13106,0,29311,0.0100899228096464
"4122","Nelson",10,10,3539,3543,0,7082,0.00243788452587479
"4123","New Kent",10,10,5411,2439,0,7850,0.00270225833495017
"4124","Newport News",46,46,30081,33598,0,63679,0.0219206507657697
"4125","Norfolk",56,56,26156,42979,0,69135,0.0237988063677427
"4126","Northampton",6,6,2669,2775,0,5444,0.00187402476120621
"4127","Northumberland",6,6,3830,2546,0,6376,0.00219485339409456
"4128","Norton",2,2,768,725,0,1493,0.000513945438736383
"4129","Nottoway",9,9,3303,2636,0,5939,0.00204442194283682
"4130","Orange",8,8,7749,5005,0,12754,0.00439039526165025
"4131","Page",5,5,6221,3324,0,9545,0.00328573959326107
"4132","Patrick",13,13,5506,2572,0,8078,0.00278074430951942
"4133","Petersburg",7,7,1853,8345,0,10198,0.00351052617832125
"4134","Pittsylvania",32,32,17692,9370,0,27062,0.00931573440260147
"4135","Poquoson",3,3,5003,1424,0,6427,0.00221240946735347
"4136","Portsmouth",31,31,15217,24113,0,39330,0.0135388306131962
"4137","Powhatan",10,10,8955,3112,0,12067,0.00415390462775079
"4138","Prince Edward",10,10,3571,3628,0,7199,0.00247816022335112
"4139","Prince George",11,11,8132,5053,0,13185,0.00453876129252458
"4140","Prince William",62,62,65367,57425,0,122792,0.0422695166197709
"4141","Pulaski",13,13,8766,5309,0,14075,0.00484513198272913
"4142","Radford",3,3,2564,2173,0,4737,0.00163064939269541
"4143","Rappahannock",6,6,2172,1837,0,4009,0.0013800450528427
"4144","Richmond",7,7,2082,1243,0,3325,0.00114458712913494
"4145","Richmond City",69,69,20606,49731,0,70337,0.0242125789178841
"4146","Roanoke",33,33,30589,16079,0,46668,0.0160648397420961
"4147","Roanoke City",33,33,15761,17796,0,33557,0.0115515519676335
"4148","Rockbridge",17,17,5412,3637,0,9049,0.00311499817489988
"4149","Rockingham",27,27,20815,6769,0,27584,0.00949542597595739
"4150","Russell",15,15,6074,5164,0,11238,0.00386853237811083
"4151","Salem",11,11,7075,4215,0,11290,0.00388643268810031
"4152","Scott",17,17,6477,3321,0,9798,0.00337283148609449
"4153","Shenandoah",15,15,11805,5182,0,16987,0.00584754934213994
"4154","Smyth",15,15,7790,4258,0,12048,0.00414736412987002
"4155","Southampton",14,14,4018,3431,0,7449,0.00256421940599284
"4156","Spotsylvania",26,26,28520,16616,0,45136,0.0155374690708676
"4157","Stafford",22,22,26433,15928,0,42361,0.0145822121435445
"4158","Staunton",6,6,5805,3756,0,9561,0.00329124738095014
"4159","Suffolk",23,23,16031,14074,0,30105,0.0103632467737165
"4160","Surry",7,7,1543,1954,0,3497,0.00120379584679245
"4161","Sussex",11,11,1882,2411,0,4293,0.0014778082843237
"4162","Tazewell",25,25,10033,7175,0,17208,0.00592362565959523
"4163","Virginia Beach",86,86,103748,70657,0,174405,0.0600366069945203
"4164","Warren",12,12,8599,5239,0,13838,0.00476354787758477
"4165","Washington",18,18,14742,7338,0,22080,0.00760074701091717
"4166","Waynesboro",5,5,5090,2787,0,7877,0.00271155272667548
"4167","Westmoreland",6,6,3205,3132,0,6337,0.00218142816160245
"4168","Williamsburg",2,2,1960,2211,0,4171,0.00143581140319454
"4169","Winchester",6,6,5283,3967,0,9250,0.00318418975774383
"4170","Wise",12,12,8337,5792,0,14129,0.00486372076617974
"4171","Wythe",13,13,7911,3581,0,11492,0.00395596850767482
"4172","York",13,13,17991,9470,0,27461,0.00945308485809766
"4173","Addison",1,1,407,333,6,746,0.000256800601002908
"4174","Albany",1,1,204,265,6,475,0.000163512447019278
"4175","Alburg",1,1,437,446,15,898,0.000309124584049077
"4176","Andover",1,1,128,173,2,303,0.000104303729361771
"4177","Arlington",1,1,582,739,14,1335,0.000459556035306812
"4178","Athens",1,1,61,75,2,138,4.75046688182323e-05
"4179","Bakersfield",1,1,273,329,16,618,0.000212738299490345
"4180","Baltimore",1,1,65,53,4,122,4.19968811291619e-05
"4181","Barnard",1,1,223,333,6,562,0.000193461042578598
"4182","Barnet",1,1,433,469,16,918,0.000316009318660415
"4183","Barre",3,3,1703,2037,43,3783,0.00130224755173459
"4184","Barre Town",1,1,2228,1908,40,4176,0.00143753258684738
"4185","Barton",1,1,606,648,19,1273,0.000438213358011665
"4186","Belvidere",1,1,72,66,5,143,4.92258524710668e-05
"4187","Bennington",1,1,2471,4251,88,6810,0.00234425213516059
"4188","Benson",1,1,251,256,5,512,0.000176249206050253
"4189","Berkshire",1,1,321,302,10,633,0.000217901850448848
"4190","Berlin",1,1,588,722,19,1329,0.000457490614923411
"4191","Bethel",1,1,400,596,14,1010,0.00034767909787257
"4192","Bloomfield",1,1,52,54,4,110,3.78660403623591e-05
"4193","Bolton",1,1,234,384,8,626,0.00021549219333488
"4194","Bradford",1,1,632,659,10,1301,0.000447851986467538
"4195","Braintree",1,1,285,307,6,598,0.000205853564879007
"4196","Brandon",1,1,851,1054,28,1933,0.000665409600185819
"4197","Brattleboro",3,3,1408,4499,98,6005,0.00206714156705424
"4198","Bridgewater",1,1,248,288,6,542,0.00018657630796726
"4199","Bridport",1,1,350,337,10,697,0.00023993300120513
"4200","Brighton",1,1,316,277,8,601,0.000206886275070707
"4201","Bristol",1,1,746,1151,18,1915,0.000659213339035615
"4202","Brookfield",1,1,317,399,10,726,0.00024991586639157
"4203","Brookline",1,1,110,164,11,285,9.81074682115667e-05
"4204","Brownington",1,1,193,172,6,371,0.00012771182704032
"4205","Brunswick",1,1,26,34,0,60,2.0654203834014e-05
"4206","Burke",1,1,369,411,11,791,0.000272291253878418
"4207","Burlington",7,7,3976,14290,574,18840,0.00648542000388041
"4208","Cabot",1,1,225,449,14,688,0.000236834870630028
"4209","Calais",1,1,259,733,19,1011,0.000348023334603137
"4210","Cambridge",1,1,602,1097,43,1742,0.000599660384647541
"4211","Canaan",1,1,199,235,10,444,0.000152841108371704
"4212","Castleton",1,1,894,949,34,1877,0.000646132343274073
"4213","Cavendish",1,1,328,383,10,721,0.000248194682738735
"4214","Charleston",1,1,218,213,3,434,0.000149398741066035
"4215","Charlotte",1,1,707,1548,33,2288,0.000787613639537069
"4216","Chelsea",1,1,333,361,8,702,0.000241654184857964
"4217","Chester",1,1,613,990,27,1630,0.000561105870824048
"4218","Chittenden",1,1,343,366,3,712,0.000245096552163633
"4219","Clarendon",1,1,762,579,13,1354,0.000466096533187583
"4220","Colchester",1,1,3118,4400,49,7567,0.00260483934019974
"4221","Concord",1,1,299,199,14,512,0.000176249206050253
"4222","Corinth",1,1,300,373,13,686,0.000236146397168894
"4223","Cornwall",1,1,230,488,11,729,0.000250948576583271
"4224","Coventry",1,1,204,184,3,391,0.000134596561651658
"4225","Craftsbury",1,1,216,430,14,660,0.000227196242174154
"4226","Danby",1,1,360,356,9,725,0.000249571629661003
"4227","Danville",1,1,639,594,13,1246,0.000428918966286358
"4228","Derby",1,1,1012,1104,26,2142,0.000737355076874301
"4229","Dorset",1,1,537,733,13,1283,0.000441655725317334
"4230","Dover",1,1,334,382,9,725,0.000249571629661003
"4231","Dummerston",1,1,317,790,17,1124,0.000386922085157196
"4232","Duxbury",1,1,272,436,11,719,0.000247506209277602
"4233","East Haven",1,1,83,56,3,142,4.88816157404999e-05
"4234","East Montpelier",1,1,538,992,24,1554,0.000534943879300964
"4235","Eden",1,1,212,243,7,462,0.000159037369521908
"4236","Elmore",1,1,145,308,5,458,0.000157660422599641
"4237","Enosburgh",1,1,449,621,13,1083,0.000372808379203953
"4238","Essex",2,2,4336,5744,116,10196,0.00350983770486012
"4239","Fair Haven",1,1,595,627,21,1243,0.000427886256094658
"4240","Fairfax",1,1,849,1062,34,1945,0.000669540440952622
"4241","Fairfield",1,1,344,554,4,902,0.000310501530971344
"4242","Fairlee",1,1,223,361,1,585,0.000201378487381637
"4243","Fayston",1,1,232,529,13,774,0.000266439229458781
"4244","Ferrisburg",1,1,692,800,12,1504,0.000517732042772619
"4245","Fletcher",1,1,248,341,5,594,0.000204476617956739
"4246","Franklin",1,1,301,253,8,562,0.000193461042578598
"4247","Georgia",1,1,1102,1013,24,2139,0.0007363223666826
"4248","Glover",1,1,246,285,8,539,0.000185543597775559
"4249","Goshen",1,1,49,82,2,133,4.57834851653978e-05
"4250","Grafton",1,1,133,217,4,354,0.000121859802620683
"4251","Granby",1,1,45,7,0,52,1.79003099894788e-05
"4252","Grand Isle",1,1,502,666,13,1181,0.00040654357879951
"4253","Granville",1,1,39,113,3,155,5.33566932378696e-05
"4254","Greensboro",1,1,148,263,7,418,0.000143890953376964
"4255","Groton",1,1,283,170,4,457,0.000157316185869074
"4256","Guildhall",1,1,82,54,0,136,4.68161953570985e-05
"4257","Guilford",1,1,380,812,14,1206,0.000415149497063682
"4258","Halifax",1,1,172,245,6,423,0.000145612137029799
"4259","Hancock",1,1,69,111,4,184,6.33395584243097e-05
"4260","Hardwick",1,1,642,874,11,1527,0.000525649487575657
"4261","Hartford",1,1,1891,2909,40,4840,0.0016661057759438
"4262","Hartland",1,1,680,1104,41,1825,0.000628232033284594
"4263","Highgate",1,1,667,602,11,1280,0.000440623015125633
"4264","Hinesburg",1,1,496,1502,40,2038,0.000701554456895344
"4265","Holland",1,1,141,152,3,296,0.000101894072247803
"4266","Hubbardton",1,1,151,177,7,335,0.000115319304739912
"4267","Huntington",1,1,334,702,20,1056,0.000363513987478647
"4268","Hyde Park",1,1,544,933,14,1491,0.000513256965275249
"4269","Ira",1,1,98,104,2,204,7.02242930356477e-05
"4270","Irasburg",1,1,300,260,2,562,0.000193461042578598
"4271","Isle La Motte",1,1,143,167,0,310,0.000106713386475739
"4272","Jamaica",1,1,167,311,14,492,0.000169364471438915
"4273","Jay",1,1,78,125,0,203,6.98800563050808e-05
"4274","Jericho",1,1,1128,1803,33,2964,0.00102031766940029
"4275","Johnson",1,1,494,970,34,1498,0.000515666622389217
"4276","Killington",1,1,261,378,7,646,0.000222376927946218
"4277","Kirby",1,1,88,135,5,228,7.84859745692533e-05
"4278","Landgrove",1,1,20,91,0,111,3.8210277092926e-05
"4279","Leicester",1,1,277,277,8,562,0.000193461042578598
"4280","Lemington",1,1,32,20,0,52,1.79003099894788e-05
"4281","Lincoln",1,1,253,513,14,780,0.000268504649842183
"4282","Londonderry",1,1,446,529,14,989,0.000340450126530665
"4283","Lowell",1,1,152,178,1,331,0.000113942357817644
"4284","Ludlow",1,1,593,664,10,1267,0.000436147937628263
"4285","Lunenburg",1,1,314,252,7,573,0.000197247646614834
"4286","Lyndon",1,1,1144,1029,27,2200,0.000757320807247181
"4287","Maidstone",1,1,47,36,2,85,2.92601220981866e-05
"4288","Manchester",1,1,1037,1309,26,2372,0.000816529524904688
