,weight,stratum,psu,qn8,domain
11118,1.1922,214,60372,,domain2
11119,0.5851,214,60372,,domain2
11120,0.5851,214,60372,1.0,domain2
11121,0.7291,214,60372,,domain2
11122,0.5851,214,60372,,domain2
11123,0.7291,214,60372,1.0,domain2
11124,0.5851,214,60372,,domain2
11125,0.5851,214,60372,1.0,domain2
11126,0.7291,214,60372,1.0,domain2
11127,0.7291,214,60372,1.0,domain2
11128,0.6472,214,60372,2.0,domain2
11129,0.6472,214,60372,,domain2
11130,0.8844,214,60372,,domain2
11131,0.8844,214,60372,,domain2
11132,0.8844,214,60372,1.0,domain2
11133,0.8844,214,60372,1.0,domain2
11134,0.8844,214,60372,1.0,domain2
11135,0.8844,214,60372,1.0,domain2
11136,0.6472,214,60372,,domain2
11137,0.6472,214,60372,1.0,domain2
11138,0.5851,214,60372,1.0,domain2
11139,0.5851,214,60372,1.0,domain2
11140,0.5851,214,60372,1.0,domain2
11141,0.5851,214,60372,1.0,domain2
11142,0.5851,214,60372,1.0,domain2
11143,0.5851,214,60372,,domain2
11144,0.7291,214,60372,,domain2
11145,0.5851,214,60372,1.0,domain2
11146,0.5851,214,60372,1.0,domain2
11147,0.7291,214,60372,2.0,domain2
11148,0.7291,214,60372,1.0,domain2
11149,0.7291,214,60372,1.0,domain2
11150,0.5851,214,60372,1.0,domain2
11151,0.5851,214,60372,1.0,domain2
11152,0.5851,214,60372,1.0,domain2
11153,0.5851,214,60372,1.0,domain2
11154,0.6472,214,60372,1.0,domain2
11155,0.8844,214,60372,1.0,domain2
11156,0.6472,214,60372,1.0,domain2
11157,0.8844,214,60372,1.0,domain2
11158,1.073,214,60372,,domain2
11159,1.073,214,60372,1.0,domain2
11160,1.1922,214,60372,,domain2
11161,1.073,214,60372,,domain2
11162,1.073,214,60372,1.0,domain2
11163,1.073,214,60372,1.0,domain2
11164,1.073,214,60372,,domain2
11165,0.5851,214,60372,1.0,domain2
11166,0.7291,214,60372,1.0,domain2
11167,0.5851,214,60372,1.0,domain2
11168,0.5851,214,60372,1.0,domain2
11169,0.5851,214,60372,1.0,domain2
11170,0.8844,214,60372,1.0,domain2
11171,0.8844,214,60372,2.0,domain2
11172,0.8844,214,60372,,domain2
11173,0.6472,214,60372,2.0,domain2
11174,0.6472,214,60372,1.0,domain2
11175,0.6472,214,60372,1.0,domain2
11176,1.073,214,60372,,domain2
11177,1.1922,214,60372,1.0,domain2
11178,1.1922,214,60372,1.0,domain2
11179,1.1922,214,60372,,domain2
11180,1.073,214,60372,1.0,domain2
11181,1.1922,214,60372,,domain2
11182,1.1922,214,60372,,domain2
11183,1.073,214,60372,1.0,domain2
11184,0.8844,214,60372,1.0,domain2
11185,0.8918,214,60372,1.0,domain2
11186,0.6472,214,60372,2.0,domain2
11187,0.8844,214,60372,1.0,domain2
11188,0.6472,214,60372,1.0,domain2
11189,0.8844,214,60372,1.0,domain2
11190,0.6472,214,60372,,domain2
11191,0.6472,214,60372,1.0,domain2
11192,1.6118,214,60372,,domain2
11193,0.6472,214,60372,,domain2
11194,0.6472,214,60372,1.0,domain2
11195,1.7463,201,121150,1.0,domain2
11196,1.6114,201,121150,2.0,domain2
11197,1.6114,201,121150,1.0,domain2
11198,1.3411,201,121150,,domain2
11199,1.2375,201,121150,,domain2
11200,1.7463,201,121150,,domain2
11201,1.6114,201,121150,1.0,domain2
11202,1.7463,201,121150,1.0,domain2
11203,1.2375,201,121150,,domain2
11204,1.6114,201,121150,1.0,domain2
11205,1.7463,201,121150,2.0,domain2
11206,1.7463,201,121150,1.0,domain2
11207,1.6114,201,121150,1.0,domain2
11208,1.6114,201,121150,1.0,domain2
11209,1.4929,201,121150,1.0,domain2
11210,1.6114,201,121150,1.0,domain2
11211,1.4929,201,121150,,domain2
11212,1.4929,201,121150,,domain2
11213,1.3162,201,121150,2.0,domain2
11214,1.3162,201,121150,1.0,domain2
11215,1.4929,201,121150,1.0,domain2
11216,1.3162,201,121150,1.0,domain2
11217,1.6114,201,121150,1.0,domain2
11218,1.8183,201,121150,1.0,domain2
11219,0.8314,201,121150,,domain2
11220,0.9833,201,121150,1.0,domain2
11221,1.3162,201,121150,2.0,domain2
11222,1.3162,201,121150,,domain2
11223,1.1153,201,121150,1.0,domain2
11224,1.3411,201,121150,1.0,domain2
11225,1.6114,201,121150,,domain2
11226,0.8314,201,121150,1.0,domain2
11227,0.8314,201,121150,2.0,domain2
11228,1.7273,201,121150,1.0,domain2
11229,0.7235,201,121150,,domain2
11230,1.8183,201,121150,1.0,domain2
11231,0.8314,201,121150,1.0,domain2
11232,1.5824,201,121150,,domain2
11233,0.8314,201,121150,1.0,domain2
11234,1.3162,201,121150,1.0,domain2
11235,1.3162,201,121150,,domain2
11236,1.1153,201,121150,,domain2
11237,0.7235,201,121150,,domain2
11238,0.8314,201,121150,1.0,domain2
11239,0.8314,201,121150,2.0,domain2
11240,1.8183,201,121150,1.0,domain2
11241,1.8183,201,121150,1.0,domain2
11242,1.4929,201,121150,1.0,domain2
11243,1.4929,201,121150,1.0,domain2
11244,0.9833,201,121150,,domain2
11245,1.9361,201,121150,2.0,domain2
11246,1.9361,201,121150,1.0,domain2
11247,1.9361,201,121150,1.0,domain2
11248,1.9080000000000001,201,121150,1.0,domain2
11249,1.9361,201,121150,1.0,domain2
11250,2.6796,201,121150,1.0,domain2
11251,1.4929,201,121150,1.0,domain2
11252,1.9080000000000001,201,121150,1.0,domain2
11253,1.9080000000000001,201,121150,,domain2
11254,2.6796,201,121150,1.0,domain2
11255,1.9080000000000001,201,121150,1.0,domain2
11256,1.4248,201,121150,,domain2
11257,1.0518,201,121150,1.0,domain2
11258,0.7235,201,121150,1.0,domain2
11259,1.8183,201,121150,1.0,domain2
11260,0.8314,201,121150,1.0,domain2
11261,0.7235,201,121150,1.0,domain2
11262,0.8314,201,121150,,domain2
11263,1.9361,201,121150,2.0,domain2
11264,1.9361,201,121150,1.0,domain2
11265,1.9080000000000001,201,121150,,domain2
11266,1.6524,201,121150,,domain2
11267,1.8183,201,121150,1.0,domain2
11268,0.8314,201,121150,,domain2
11269,1.8183,201,121150,1.0,domain2
11270,0.8314,201,121150,,domain2
11271,1.8183,201,121150,,domain2
11272,1.3496,211,530610,1.0,domain2
11273,1.3314,211,530610,2.0,domain2
11274,1.3314,211,530610,,domain2
11275,0.9658,211,530610,1.0,domain2
11276,0.9658,211,530610,1.0,domain2
11277,1.3314,211,530610,1.0,domain2
11278,1.3314,211,530610,1.0,domain2
11279,1.3314,211,530610,1.0,domain2
11280,1.3314,211,530610,,domain2
11281,0.9658,211,530610,2.0,domain2
11282,1.0364,211,530610,,domain2
11283,0.8405,211,530610,,domain2
11284,0.9894,211,530610,1.0,domain2
11285,1.3567,211,530610,1.0,domain2
11286,1.3567,211,530610,1.0,domain2
11287,1.2268,211,530610,1.0,domain2
11288,1.0419,211,530610,1.0,domain2
11289,1.3567,211,530610,2.0,domain2
11290,0.5202,211,530610,1.0,domain2
11291,1.3567,211,530610,,domain2
11292,1.3496,211,530610,,domain2
11293,1.3496,211,530610,,domain2
11294,1.8988,211,530610,,domain2
11295,1.3496,211,530610,1.0,domain2
11296,0.9404,211,530610,1.0,domain2
11297,1.3567,211,530610,1.0,domain2
11298,1.3496,211,530610,,domain2
11299,1.3496,211,530610,1.0,domain2
11300,1.3567,211,530610,2.0,domain2
11301,1.3496,211,530610,1.0,domain2
11302,1.0364,211,530610,,domain2
11303,1.2588,211,530610,,domain2
11304,1.2588,211,530610,2.0,domain2
11305,1.2588,211,530610,1.0,domain2
11306,1.3567,211,530610,1.0,domain2
11307,1.3567,211,530610,,domain2
11308,1.3567,211,530610,1.0,domain2
11309,1.0059,211,530610,1.0,domain2
11310,0.9658,211,530610,,domain2
11311,0.9404,211,530610,1.0,domain2
11312,1.0059,211,530610,2.0,domain2
11313,1.3476,211,530610,2.0,domain2
11314,1.0067,211,530610,,domain2
11315,1.2588,211,530610,1.0,domain2
11316,1.0067,211,530610,,domain2
11317,0.5202,211,530610,1.0,domain2
11318,1.0067,211,530610,,domain2
11319,1.3476,211,530610,,domain2
11320,1.0769,211,530610,,domain2
11321,1.2588,211,530610,,domain2
11322,1.0067,211,530610,1.0,domain2
11323,1.0067,211,530610,1.0,domain2
11324,0.9658,211,530610,,domain2
11325,1.2588,211,530610,1.0,domain2
11326,1.2588,211,530610,1.0,domain2
11327,1.0059,211,530610,,domain2
11328,1.3476,211,530610,,domain2
11329,1.0059,211,530610,1.0,domain2
11330,1.3476,211,530610,,domain2
11331,0.515,211,530610,1.0,domain2
11332,1.3995,211,530610,,domain2
11333,1.416,211,530610,,domain2
11334,1.0451,211,530610,1.0,domain2
11335,1.0574,211,530610,,domain2
11336,1.0574,211,530610,1.0,domain2
11337,1.3995,211,530610,,domain2
11338,1.416,211,530610,,domain2
11339,1.3995,211,530610,1.0,domain2
11340,1.0574,211,530610,1.0,domain2
11341,1.0574,211,530610,,domain2
11342,1.3995,211,530610,,domain2
11343,1.0451,211,530610,,domain2
11344,1.2121,211,530610,,domain2
11345,1.0451,211,530610,2.0,domain2
11346,1.0451,211,530610,1.0,domain2
11347,1.0574,211,530610,1.0,domain2
11348,1.416,211,530610,1.0,domain2
11349,0.7174,211,530610,,domain2
11350,1.3314,211,530610,,domain2
11351,0.9658,211,530610,1.0,domain2
11352,0.9658,211,530610,1.0,domain2
11353,0.9894,211,530610,1.0,domain2
11354,0.9658,211,530610,2.0,domain2
11355,0.8405,211,530610,1.0,domain2
11356,0.7177,211,530610,1.0,domain2
11357,1.3314,211,530610,,domain2
11358,0.7177,211,530610,1.0,domain2
11359,0.8405,211,530610,1.0,domain2
11360,1.1586,211,530610,,domain2
11361,1.1586,211,530610,1.0,domain2
11362,0.7177,211,530610,2.0,domain2
11363,0.7174,211,530610,2.0,domain2
11364,1.3995,211,530610,,domain2
11365,0.9658,211,530610,1.0,domain2
11366,0.9658,211,530610,1.0,domain2
11367,0.7177,211,530610,1.0,domain2
11368,1.3755,211,530610,1.0,domain2
11369,1.3496,211,530610,,domain2
11370,1.3567,211,530610,,domain2
11371,1.0364,211,530610,,domain2
11372,1.0364,211,530610,,domain2
11373,1.0364,211,530610,,domain2
11374,1.0574,211,530610,,domain2
11375,1.8988,211,530610,,domain2
11376,1.3496,211,530610,,domain2
11377,2.8906,112,360470,1.0,domain2
11378,3.4106,112,360470,1.0,domain2
11379,1.7797,112,360470,1.0,domain2
11380,2.3948,112,360470,1.0,domain2
11381,3.4106,112,360470,1.0,domain2
11382,2.8906,112,360470,1.0,domain2
11383,3.3216,112,360470,2.0,domain2
11384,2.0841,112,360470,1.0,domain2
11385,4.7304,112,360470,2.0,domain2
11386,3.4106,112,360470,1.0,domain2
11387,1.7797,112,360470,,domain2
11388,2.3948,112,360470,,domain2
11389,1.7797,112,360470,,domain2
11390,2.8906,112,360470,1.0,domain2
11391,2.0841,112,360470,1.0,domain2
11392,4.7304,112,360470,2.0,domain2
11393,3.4106,112,360470,,domain2
11394,2.8906,112,360470,,domain2
11395,2.0841,112,360470,1.0,domain2
11396,4.7304,112,360470,1.0,domain2
11397,2.8906,112,360470,1.0,domain2
11398,0.6333,211,250090,1.0,domain2
11399,0.6433,211,250090,1.0,domain2
11400,0.4081,211,250090,2.0,domain2
11401,0.8053,211,250090,,domain2
11402,0.8053,211,250090,1.0,domain2
11403,1.1271,211,250090,,domain2
11404,0.6185,211,250090,1.0,domain2
11405,0.8053,211,250090,1.0,domain2
11406,0.8053,211,250090,1.0,domain2
11407,0.8053,211,250090,1.0,domain2
11408,0.7685,211,250090,1.0,domain2
11409,0.8831,211,250090,,domain2
11410,0.7685,211,250090,,domain2
11411,0.7685,211,250090,1.0,domain2
11412,0.8239,211,250090,,domain2
11413,0.8239,211,250090,1.0,domain2
11414,0.8239,211,250090,,domain2
11415,0.9004,211,250090,1.0,domain2
11416,0.9004,211,250090,2.0,domain2
11417,1.1271,211,250090,,domain2
11418,0.9004,211,250090,2.0,domain2
11419,0.9004,211,250090,2.0,domain2
11420,0.8053,211,250090,2.0,domain2
11421,0.6185,211,250090,1.0,domain2
11422,0.7685,211,250090,,domain2
11423,0.7685,211,250090,1.0,domain2
11424,0.8239,211,250090,1.0,domain2
11425,0.8239,211,250090,1.0,domain2
11426,0.8239,211,250090,1.0,domain2
11427,0.8831,211,250090,2.0,domain2
11428,0.8831,211,250090,2.0,domain2
11429,0.7685,211,250090,1.0,domain2
11430,0.7685,211,250090,,domain2
11431,0.9468,211,250090,1.0,domain2
11432,0.8831,211,250090,1.0,domain2
11433,0.4729,211,250090,2.0,domain2
11434,0.6333,211,250090,,domain2
11435,0.3261,211,250090,,domain2
11436,0.5356,211,250090,1.0,domain2
11437,0.9487,211,250090,,domain2
11438,0.4729,211,250090,,domain2
11439,0.4081,211,250090,,domain2
11440,0.3049,211,250090,2.0,domain2
11441,0.4081,211,250090,,domain2
11442,0.4081,211,250090,,domain2
11443,0.7084,211,250090,,domain2
11444,0.3049,211,250090,,domain2
11445,0.4081,211,250090,,domain2
11446,0.4729,211,250090,1.0,domain2
11447,0.4081,211,250090,1.0,domain2
11448,0.4081,211,250090,1.0,domain2
11449,0.3049,211,250090,,domain2
11450,0.9487,211,250090,1.0,domain2
11451,0.7084,211,250090,1.0,domain2
11452,0.8611,211,250090,,domain2
11453,0.6433,211,250090,1.0,domain2
11454,0.9487,211,250090,,domain2
11455,0.3049,211,250090,1.0,domain2
11456,0.6433,211,250090,1.0,domain2
11457,0.3049,211,250090,,domain2
11458,0.8611,211,250090,2.0,domain2
11459,0.6433,211,250090,1.0,domain2
11460,0.4081,211,250090,2.0,domain2
11461,0.4081,211,250090,,domain2
11462,0.9487,211,250090,,domain2
11463,0.4081,211,250090,,domain2
11464,0.4729,211,250090,2.0,domain2
11465,0.4081,211,250090,,domain2
11466,0.6433,211,250090,1.0,domain2
11467,0.7084,211,250090,1.0,domain2
11468,0.3049,211,250090,1.0,domain2
11469,0.4081,211,250090,,domain2
11470,0.4729,211,250090,1.0,domain2
11471,0.8053,211,250090,,domain2
11472,0.8053,211,250090,1.0,domain2
11473,0.9004,211,250090,1.0,domain2
11474,0.6915,211,250090,1.0,domain2
11475,0.6915,211,250090,2.0,domain2
11476,0.8053,211,250090,2.0,domain2
11477,0.6333,211,250090,1.0,domain2
11478,0.6915,211,250090,,domain2
11479,0.3049,211,250090,1.0,domain2
11480,0.8611,211,250090,1.0,domain2
11481,3.609,211,90030,,domain2
11482,3.609,211,90030,,domain2
11483,3.7542,211,90030,,domain2
11484,3.7542,211,90030,,domain2
11485,3.609,211,90030,,domain2
11486,3.609,211,90030,,domain2
11487,3.7542,211,90030,,domain2
11488,3.609,211,90030,,domain2
11489,3.609,211,90030,,domain2
11490,3.7542,211,90030,,domain2
11491,3.7542,211,90030,,domain2
11492,3.2671,211,90030,,domain2
11493,2.6908,211,90030,,domain2
11494,4.1093,211,90030,,domain2
11495,2.6908,211,90030,,domain2
11496,2.6908,211,90030,,domain2
11497,2.6908,211,90030,,domain2
11498,2.6908,211,90030,,domain2
11499,4.5443,211,90030,,domain2
11500,5.0115,211,90030,,domain2
11501,2.6908,211,90030,,domain2
11502,4.5443,211,90030,,domain2
11503,4.2253,211,90030,,domain2
11504,2.6908,211,90030,,domain2
11505,4.5443,211,90030,,domain2
11506,2.6908,211,90030,,domain2
11507,4.5443,211,90030,,domain2
11508,2.6908,211,90030,,domain2
11509,3.8049,211,90030,,domain2
11510,3.6414,211,90030,,domain2
11511,3.6414,211,90030,,domain2
11512,3.8049,211,90030,,domain2
11513,4.3722,211,90030,,domain2
11514,3.8049,211,90030,,domain2
11515,3.6414,211,90030,,domain2
11516,3.6414,211,90030,,domain2
11517,3.6414,211,90030,,domain2
11518,3.6414,211,90030,,domain2
11519,3.6414,211,90030,,domain2
11520,3.6414,211,90030,,domain2
11521,3.6414,211,90030,,domain2
11522,4.3722,211,90030,,domain2
11523,4.3722,211,90030,,domain2
11524,4.2253,211,90030,,domain2
11525,4.2253,211,90030,,domain2
11526,4.3722,211,90030,,domain2
11527,4.3722,211,90030,,domain2
11528,4.2253,211,90030,,domain2
11529,0.2724,212,484390,1.0,domain2
11530,0.2724,212,484390,,domain2
11531,0.4161,212,484390,1.0,domain2
11532,0.4161,212,484390,1.0,domain2
11533,0.4161,212,484390,1.0,domain2
11534,0.2724,212,484390,,domain2
11535,0.4161,212,484390,1.0,domain2
11536,0.4161,212,484390,1.0,domain2
11537,0.7755,212,484390,2.0,domain2
11538,0.4964,212,484390,,domain2
11539,0.4161,212,484390,1.0,domain2
11540,0.2724,212,484390,,domain2
11541,0.4161,212,484390,,domain2
11542,0.4169,212,484390,1.0,domain2
11543,0.4161,212,484390,,domain2
11544,0.4161,212,484390,1.0,domain2
11545,0.4161,212,484390,,domain2
11546,0.4161,212,484390,1.0,domain2
11547,0.4964,212,484390,1.0,domain2
11548,0.4161,212,484390,,domain2
11549,0.4161,212,484390,1.0,domain2
11550,0.2919,212,484390,1.0,domain2
11551,0.2919,212,484390,,domain2
11552,0.5625,212,484390,1.0,domain2
11553,0.2919,212,484390,1.0,domain2
11554,0.2919,212,484390,1.0,domain2
11555,0.2919,212,484390,1.0,domain2
11556,0.2919,212,484390,1.0,domain2
11557,0.2919,212,484390,1.0,domain2
11558,0.2919,212,484390,1.0,domain2
11559,0.2919,212,484390,1.0,domain2
11560,0.4169,212,484390,1.0,domain2
11561,0.3413,212,484390,,domain2
11562,0.3413,212,484390,1.0,domain2
11563,0.3413,212,484390,1.0,domain2
11564,0.3413,212,484390,,domain2
11565,0.3413,212,484390,,domain2
11566,0.3413,212,484390,,domain2
11567,0.3413,212,484390,1.0,domain2
11568,0.3413,212,484390,,domain2
11569,0.2724,212,484390,1.0,domain2
11570,0.2724,212,484390,,domain2
11571,0.2724,212,484390,,domain2
11572,0.2724,212,484390,1.0,domain2
11573,0.2724,212,484390,,domain2
11574,0.2724,212,484390,1.0,domain2
11575,0.2724,212,484390,1.0,domain2
11576,0.2724,212,484390,1.0,domain2
11577,0.2724,212,484390,,domain2
11578,0.2724,212,484390,,domain2
11579,0.2724,212,484390,1.0,domain2
11580,0.2724,212,484390,1.0,domain2
11581,0.2724,212,484390,1.0,domain2
11582,0.2724,212,484390,1.0,domain2
11583,0.2724,212,484390,1.0,domain2
11584,0.2724,212,484390,1.0,domain2
11585,0.4184,212,484390,,domain2
11586,0.4184,212,484390,1.0,domain2
11587,0.4169,212,484390,,domain2
11588,0.4169,212,484390,1.0,domain2
11589,0.4161,212,484390,,domain2
11590,0.4161,212,484390,1.0,domain2
11591,0.3437,212,484390,1.0,domain2
11592,0.4169,212,484390,1.0,domain2
11593,0.3437,212,484390,1.0,domain2
11594,0.2724,212,484390,,domain2
11595,0.3413,212,484390,1.0,domain2
11596,0.4161,212,484390,1.0,domain2
11597,0.2724,212,484390,1.0,domain2
11598,0.4184,212,484390,1.0,domain2
11599,0.4169,212,484390,1.0,domain2
11600,0.7584,212,484390,1.0,domain2
11601,0.3413,212,484390,1.0,domain2
11602,0.3413,212,484390,,domain2
11603,0.2724,212,484390,,domain2
11604,0.3437,212,484390,1.0,domain2
11605,0.4964,212,484390,,domain2
11606,0.2724,212,484390,,domain2
11607,0.3413,212,484390,,domain2
11608,0.2724,212,484390,,domain2
11609,0.3437,212,484390,1.0,domain2
11610,0.3413,212,484390,1.0,domain2
11611,0.4161,212,484390,,domain2
11612,0.3413,212,484390,,domain2
11613,0.3413,212,484390,1.0,domain2
11614,0.5996,212,484390,,domain2
11615,0.2724,212,484390,1.0,domain2
11616,0.3413,212,484390,1.0,domain2
11617,0.4169,212,484390,1.0,domain2
11618,0.3413,212,484390,,domain2
11619,0.4964,212,484390,,domain2
11620,0.4161,212,484390,1.0,domain2
11621,0.3413,212,484390,1.0,domain2
11622,0.4169,212,484390,1.0,domain2
11623,0.2724,212,484390,1.0,domain2
11624,0.4161,212,484390,1.0,domain2
11625,0.2724,212,484390,2.0,domain2
11626,0.5996,212,484390,1.0,domain2
11627,0.4161,212,484390,1.0,domain2
11628,0.5996,212,484390,1.0,domain2
11629,0.2724,212,484390,1.0,domain2
11630,0.4161,212,484390,,domain2
11631,0.2724,212,484390,1.0,domain2
11632,1.2288,212,484390,,domain2
11633,0.4184,212,484390,1.0,domain2
11634,0.4184,212,484390,1.0,domain2
11635,1.2288,212,484390,,domain2
11636,0.6629999999999999,212,484390,1.0,domain2
11637,1.2288,212,484390,,domain2
11638,0.8879,212,484390,,domain2
11639,0.4184,212,484390,1.0,domain2
11640,0.6629999999999999,212,484390,1.0,domain2
11641,0.6629999999999999,212,484390,1.0,domain2
11642,0.6629999999999999,212,484390,1.0,domain2
11643,0.4184,212,484390,1.0,domain2
11644,0.4184,212,484390,1.0,domain2
11645,0.2724,212,484390,,domain2
11646,0.8686,212,484390,1.0,domain2
11647,0.3193,212,484390,1.0,domain2
11648,0.3193,212,484390,1.0,domain2
11649,0.561,212,484390,1.0,domain2
11650,0.4945,212,484390,1.0,domain2
11651,0.4945,212,484390,1.0,domain2
11652,0.495,212,484390,,domain2
11653,0.8686,212,484390,,domain2
11654,0.561,212,484390,1.0,domain2
11655,0.6619,212,484390,,domain2
11656,0.4945,212,484390,,domain2
11657,0.4275,212,484390,,domain2
11658,0.3193,212,484390,,domain2
11659,0.6619,212,484390,1.0,domain2
11660,0.3193,212,484390,1.0,domain2
11661,0.4945,212,484390,,domain2
11662,0.4275,212,484390,1.0,domain2
11663,0.3416,212,484390,1.0,domain2
11664,0.4945,212,484390,1.0,domain2
11665,0.4945,212,484390,,domain2
11666,0.561,212,484390,1.0,domain2
11667,0.7375,212,484390,1.0,domain2
11668,1.2068,212,484390,1.0,domain2
11669,0.7375,212,484390,,domain2
11670,0.7972,212,484390,1.0,domain2
11671,0.7972,212,484390,,domain2
11672,0.7972,212,484390,1.0,domain2
11673,0.7375,212,484390,1.0,domain2
11674,0.7375,212,484390,1.0,domain2
11675,0.7375,212,484390,1.0,domain2
11676,0.233,212,484390,1.0,domain2
11677,0.2671,212,484390,1.0,domain2
11678,0.3193,212,484390,1.0,domain2
11679,0.3121,212,484390,1.0,domain2
11680,0.233,212,484390,1.0,domain2
11681,0.3193,212,484390,,domain2
11682,0.3121,212,484390,,domain2
11683,0.3577,212,484390,,domain2
11684,0.2671,212,484390,1.0,domain2
11685,0.3193,212,484390,1.0,domain2
11686,0.6619,212,484390,,domain2
11687,0.2702,212,484390,1.0,domain2
11688,0.3416,212,484390,,domain2
11689,0.2671,212,484390,1.0,domain2
11690,0.6619,212,484390,,domain2
11691,0.6619,212,484390,1.0,domain2
11692,0.2671,212,484390,1.0,domain2
11693,0.8474,212,484390,2.0,domain2
11694,0.5192,212,484390,2.0,domain2
11695,0.6619,212,484390,2.0,domain2
11696,0.7449,212,484390,1.0,domain2
11697,0.5192,212,484390,1.0,domain2
11698,0.4275,212,484390,2.0,domain2
11699,0.6619,212,484390,1.0,domain2
11700,0.7449,212,484390,1.0,domain2
11701,0.7266,212,484390,1.0,domain2
11702,0.3193,212,484390,1.0,domain2
11703,0.3987,212,484390,1.0,domain2
11704,0.7449,212,484390,,domain2
11705,0.7449,212,484390,2.0,domain2
11706,0.4945,212,484390,1.0,domain2
11707,0.5192,212,484390,1.0,domain2
11708,0.6736,212,484390,,domain2
11709,0.3416,212,484390,,domain2
11710,0.2671,212,484390,1.0,domain2
11711,0.2671,212,484390,,domain2
11712,0.233,212,484390,,domain2
11713,0.233,212,484390,,domain2
11714,0.4945,212,484390,,domain2
11715,0.561,212,484390,,domain2
11716,0.3121,212,484390,1.0,domain2
11717,0.3193,212,484390,1.0,domain2
11718,0.3193,212,484390,,domain2
11719,0.6619,212,484390,,domain2
11720,0.3193,212,484390,1.0,domain2
11721,0.3193,212,484390,1.0,domain2
11722,0.233,212,484390,,domain2
11723,0.4945,212,484390,,domain2
11724,0.4184,212,484390,,domain2
11725,0.4184,212,484390,1.0,domain2
11726,0.3413,212,484390,1.0,domain2
11727,0.4169,212,484390,,domain2
11728,0.4161,212,484390,,domain2
11729,0.3413,212,484390,1.0,domain2
11730,0.4161,212,484390,,domain2
11731,0.4169,212,484390,,domain2
11732,0.4169,212,484390,1.0,domain2
11733,0.4169,212,484390,1.0,domain2
11734,0.4169,212,484390,,domain2
11735,0.3413,212,484390,,domain2
11736,0.4161,212,484390,,domain2
11737,0.4184,212,484390,1.0,domain2
11738,0.3413,212,484390,,domain2
11739,0.4569,212,484390,,domain2
11740,0.5419,212,484390,1.0,domain2
11741,0.4169,212,484390,,domain2
11742,0.2724,212,484390,,domain2
11743,0.4169,212,484390,2.0,domain2
11744,0.3437,212,484390,,domain2
11745,0.2919,212,484390,2.0,domain2
11746,0.3437,212,484390,,domain2
11747,0.4161,212,484390,1.0,domain2
11748,0.4777,212,484390,1.0,domain2
11749,0.3437,212,484390,1.0,domain2
11750,0.3437,212,484390,1.0,domain2
11751,0.4161,212,484390,,domain2
11752,0.3437,212,484390,1.0,domain2
11753,0.3437,212,484390,,domain2
11754,0.3437,212,484390,1.0,domain2
11755,0.5625,212,484390,,domain2
11756,0.4161,212,484390,,domain2
11757,0.3413,212,484390,,domain2
11758,0.2919,212,484390,,domain2
11759,0.3437,212,484390,1.0,domain2
11760,0.3437,212,484390,1.0,domain2
11761,0.4161,212,484390,1.0,domain2
11762,0.2919,212,484390,1.0,domain2
11763,0.4161,212,484390,1.0,domain2
11764,0.4161,212,484390,,domain2
11765,0.2919,212,484390,1.0,domain2
11766,0.7584,212,484390,,domain2
11767,0.3437,212,484390,,domain2
11768,0.2919,212,484390,1.0,domain2
11769,0.4161,212,484390,,domain2
11770,1.2288,212,484390,2.0,domain2
11771,0.2724,212,484390,,domain2
11772,0.2724,212,484390,1.0,domain2
11773,0.4169,212,484390,,domain2
11774,0.4169,212,484390,1.0,domain2
11775,0.3413,212,484390,1.0,domain2
11776,0.3413,212,484390,1.0,domain2
11777,0.3413,212,484390,1.0,domain2
11778,0.5996,212,484390,,domain2
11779,0.4169,212,484390,1.0,domain2
11780,0.3413,212,484390,1.0,domain2
11781,0.7689,212,484390,1.0,domain2
11782,1.2288,212,484390,,domain2
11783,0.4169,212,484390,1.0,domain2
11784,0.4169,212,484390,1.0,domain2
11785,0.4169,212,484390,,domain2
11786,1.2288,212,484390,1.0,domain2
11787,1.2288,212,484390,,domain2
11788,0.4184,212,484390,1.0,domain2
11789,0.4184,212,484390,1.0,domain2
11790,0.5996,212,484390,1.0,domain2
11791,0.3413,212,484390,1.0,domain2
11792,0.4184,212,484390,,domain2
11793,0.4184,212,484390,1.0,domain2
11794,0.6629999999999999,212,484390,1.0,domain2
11795,0.7755,212,484390,,domain2
11796,0.7755,212,484390,,domain2
11797,0.7755,212,484390,,domain2
11798,0.4184,212,484390,1.0,domain2
11799,0.4184,212,484390,,domain2
11800,0.4184,212,484390,,domain2
11801,1.2288,212,484390,,domain2
11802,0.6629999999999999,212,484390,1.0,domain2
11803,0.6629999999999999,212,484390,,domain2
11804,1.2288,212,484390,,domain2
11805,0.6629999999999999,212,484390,1.0,domain2
11806,0.6629999999999999,212,484390,1.0,domain2
11807,0.4184,212,484390,1.0,domain2
11808,0.4184,212,484390,,domain2
11809,0.3437,212,484390,,domain2
11810,0.3437,212,484390,1.0,domain2
11811,0.2919,212,484390,1.0,domain2
11812,0.3437,212,484390,1.0,domain2
11813,0.3437,212,484390,,domain2
11814,0.4777,212,484390,,domain2
11815,0.2919,212,484390,1.0,domain2
11816,0.3437,212,484390,,domain2
11817,0.2919,212,484390,1.0,domain2
11818,0.2919,212,484390,1.0,domain2
11819,0.4777,212,484390,1.0,domain2
11820,0.3437,212,484390,,domain2
11821,0.3437,212,484390,,domain2
11822,0.2919,212,484390,1.0,domain2
